frame,dot_id,x,y
7,34,468,1006
7,35,473,1005
7,36,290,1004
7,37,486,1003
7,38,303,1002
7,39,498,1001
7,40,309,1001
7,41,294,1001
7,42,316,1000
7,43,302,1000
7,44,321,999
7,45,306,999
7,46,329,998
7,47,315,998
7,48,341,997
7,49,337,997
7,50,333,997
7,51,320,997
7,52,328,996
7,53,346,995
7,54,331,995
7,55,343,993
7,56,352,992
7,57,357,991
7,58,400,987
7,59,379,987
7,60,406,986
7,61,407,983
7,62,410,983
7,63,284,976
7,64,288,975
7,65,484,974
7,66,296,974
7,67,489,973
7,68,300,973
7,69,285,973
7,70,497,972
7,71,486,972
7,72,294,972
7,73,501,971
7,74,492,971
7,75,309,971
7,76,298,971
7,77,499,970
7,78,513,969
7,79,508,969
7,80,504,969
7,81,511,968
7,82,343,966
7,83,333,967
7,84,337,965
7,85,538,964
7,86,355,964
7,87,345,964
7,88,349,963
7,89,358,962
7,90,361,961
7,91,557,965
7,92,445,949
7,93,452,948
7,94,438,950
7,95,458,947
7,96,441,947
7,97,464,946
7,98,469,945
7,99,454,945
7,100,460,944
7,101,399,955
7,102,467,943
7,103,235,952
7,104,283,933
7,105,283,931
8,0,454,1072
8,1,464,1068
8,2,473,1067
8,3,483,1066
8,4,504,1064
8,5,501,1063
8,6,506,1062
8,7,524,1061
8,8,512,1061
8,9,528,1060
8,10,517,1060
8,11,525,1059
8,12,534,1058
8,13,379,1049
8,14,415,1045
8,15,491,1036
8,16,499,1035
8,17,506,1031
8,18,521,1029
8,19,351,1025
8,20,358,1024
8,21,343,1024
8,22,364,1021
8,23,451,1009
8,24,447,1010
8,25,468,1007
8,26,455,1008
8,27,473,1006
8,28,469,1005
8,29,289,1002
8,30,491,1001
8,31,302,1001
8,32,308,1000
8,33,294,1000
8,34,317,999
8,35,301,999
8,36,321,998
8,37,307,998
8,38,328,997
8,39,316,997
8,40,333,996
8,41,319,996
8,42,342,995
8,43,328,995
8,44,331,994
8,45,339,993
8,46,344,992
8,47,354,991
8,48,399,988
8,49,382,987
8,50,404,986
8,51,401,986
8,52,380,986
8,53,407,984
8,54,408,982
8,55,284,975
8,56,289,974
8,57,295,973
8,58,489,972
8,59,300,972
8,60,285,972
8,61,497,971
8,62,487,971
8,63,307,971
8,64,492,970
8,65,311,970
8,66,296,970
8,67,509,969
8,68,504,968
8,69,331,967
8,70,327,966
8,71,342,965
8,72,334,966
8,73,337,964
8,74,355,963
8,75,346,963
8,76,349,962
8,77,358,961
8,78,361,960
8,79,557,964
8,80,442,948
8,81,452,947
8,82,458,946
8,83,441,946
8,84,437,947
8,85,438,947
8,86,464,945
8,87,449,945
8,88,469,944
8,89,455,944
8,90,461,943
8,91,469,942
8,92,399,953
8,93,396,942
8,94,487,939
8,95,234,951
8,96,269,932
8,97,282,931
8,98,283,931
9,0,453,1071
9,1,464,1068
9,2,504,1063
9,3,483,1064
9,4,502,1063
9,5,506,1061
9,6,524,1060
9,7,512,1060
9,8,528,1059
9,9,517,1059
9,10,525,1058
9,11,533,1057
9,12,384,1047
9,13,413,1044
9,14,416,1043
9,15,499,1034
9,16,504,1033
9,17,498,1031
9,18,347,1025
9,19,351,1024
9,20,358,1023
9,21,343,1023
9,22,364,1022
9,23,349,1022
9,24,354,1021
9,25,365,1020
9,26,535,1017
9,27,447,1009
9,28,453,1007
9,29,466,1006
9,30,456,1006
9,31,459,1005
9,32,469,1004
9,33,486,1001
9,34,289,1001
9,35,302,1000
9,36,496,999
9,37,308,999
9,38,293,1000
9,39,315,998
9,40,301,998
9,41,322,997
9,42,306,997
9,43,328,996
9,44,315,996
9,45,319,995
9,46,327,994
9,47,346,993
9,48,330,993
9,49,343,991
9,50,387,989
9,51,399,987
9,52,380,985
9,53,378,985
9,54,401,984
9,55,409,981
9,56,407,981
9,57,283,974
9,58,288,973
9,59,484,972
9,60,295,972
9,61,283,972
9,62,489,971
9,63,300,971
9,64,285,971
9,65,496,970
9,66,307,970
9,67,294,970
9,68,299,969
9,69,508,968
9,70,499,968
9,71,310,968
9,72,503,967
9,73,312,967
9,74,511,966
9,75,326,966
9,76,337,964
9,77,355,962
9,78,345,962
9,79,359,961
9,80,348,961
9,81,363,960
9,82,556,963
9,83,434,949
9,84,452,946
9,85,439,947
9,86,458,945
9,87,441,945
9,88,463,944
9,89,449,944
9,90,459,942
9,91,330,942
9,92,466,941
9,93,399,953
9,94,328,938
9,95,233,950
9,96,283,933
9,97,282,929
10,0,453,1069
10,1,463,1067
10,2,475,1064
10,3,503,1062
10,4,486,1063
10,5,501,1061
10,6,506,1060
10,7,523,1059
10,8,512,1059
10,9,528,1058
10,10,517,1058
10,11,525,1057
10,12,534,1056
10,13,412,1045
10,14,414,1044
10,15,416,1041
10,16,511,1029
10,17,346,1024
10,18,340,1023
10,19,357,1022
10,20,343,1022
10,21,361,1021
10,22,348,1021
10,23,369,1020
10,24,364,1019
10,25,445,1008
10,26,452,1006
10,27,448,1006
10,28,466,1005
10,29,455,1005
10,30,458,1004
10,31,478,1003
10,32,468,1003
10,33,472,1002
10,34,294,1000
10,35,288,1000
10,36,300,999
10,37,308,998
10,38,292,998
10,39,502,997
10,40,314,997
10,41,300,997
10,42,321,996
10,43,306,996
10,44,327,995
10,45,314,995
10,46,332,994
10,47,318,994
10,48,326,993
10,49,331,992
10,50,338,991
10,51,343,990
10,52,386,989
10,53,351,989
10,54,355,988
10,55,399,985
10,56,374,985
10,57,403,984
10,58,377,984
10,59,404,981
10,60,408,980
10,61,406,980
10,62,281,973
10,63,287,972
10,64,292,971
10,65,487,970
10,66,299,970
10,67,283,970
10,68,495,969
10,69,305,969
10,70,490,968
10,71,294,968
10,72,507,967
10,73,498,967
10,74,309,967
10,75,326,965
10,76,336,963
10,77,353,961
10,78,345,960
10,79,357,959
10,80,363,958
10,81,557,962
10,82,440,946
10,83,451,945
10,84,457,944
10,85,439,944
10,86,435,945
10,87,463,943
10,88,448,943
10,89,467,942
10,90,452,942
10,91,459,941
10,92,465,940
10,93,397,951
10,94,234,948
10,95,268,930
10,96,283,929
10,97,281,929
11,0,453,1069
11,1,469,1065
11,2,461,1066
11,3,503,1061
11,4,482,1062
11,5,506,1060
11,6,503,1059
11,7,522,1058
11,8,511,1058
11,9,514,1057
11,10,526,1056
11,11,532,1055
11,12,412,1042
11,13,496,1032
11,14,509,1028
11,15,345,1023
11,16,343,1023
11,17,342,1021
11,18,360,1020
11,19,352,1019
11,20,362,1018
11,21,444,1011
11,22,446,1006
11,23,464,1004
11,24,454,1005
11,25,457,1003
11,26,466,1002
11,27,470,1001
11,28,484,999
11,29,481,999
11,30,299,998
11,31,307,997
11,32,291,998
11,33,312,996
11,34,298,996
11,35,319,995
11,36,304,995
11,37,324,994
11,38,311,994
11,39,331,993
11,40,317,993
11,41,324,992
11,42,328,991
11,43,350,990
11,44,337,990
11,45,341,989
11,46,347,988
11,47,387,987
11,48,354,987
11,49,397,985
11,50,376,983
11,51,404,982
11,52,402,981
11,53,279,972
11,54,286,971
11,55,290,970
11,56,486,969
11,57,298,969
11,58,284,969
11,59,493,968
11,60,484,968
11,61,303,968
11,62,291,968
11,63,499,967
11,64,489,967
11,65,296,967
11,66,505,966
11,67,496,966
11,68,313,966
11,69,306,966
11,70,511,965
11,71,509,964
11,72,513,963
11,73,335,962
11,74,346,960
11,75,361,958
11,76,357,957
11,77,555,961
11,78,559,950
11,79,434,947
11,80,436,945
11,81,449,944
11,82,438,943
11,83,461,942
11,84,447,942
11,85,465,941
11,86,451,941
11,87,458,940
11,88,397,951
11,89,462,939
11,90,328,939
11,91,471,938
11,92,328,936
11,93,232,948
11,94,487,935
11,95,283,929
11,96,281,929
12,0,452,1068
12,1,468,1064
12,2,458,1065
12,3,474,1063
12,4,502,1060
12,5,492,1060
12,6,486,1061
12,7,505,1059
12,8,502,1058
12,9,519,1057
12,10,510,1057
12,11,526,1056
12,12,513,1056
12,13,522,1055
12,14,535,1054
12,15,529,1054
12,16,375,1045
12,17,386,1043
12,18,413,1040
12,19,494,1031
12,20,501,1030
12,21,507,1029
12,22,503,1027
12,23,517,1025
12,24,354,1020
12,25,359,1019
12,26,351,1018
12,27,359,1017
12,28,357,1017
12,29,366,1016
12,30,444,1009
12,31,447,1004
12,32,444,1004
12,33,461,1003
12,34,451,1003
12,35,470,1002
12,36,455,1002
12,37,463,1001
12,38,481,1000
12,39,475,999
12,40,297,997
12,41,305,996
12,42,290,996
12,43,310,995
12,44,296,995
12,45,317,994
12,46,303,994
12,47,322,993
12,48,308,993
12,49,330,992
12,50,316,992
12,51,320,991
12,52,327,990
12,53,347,989
12,54,334,989
12,55,340,988
12,56,346,987
12,57,385,985
12,58,359,985
12,59,398,983
12,60,400,980
12,61,406,979
12,62,407,977
12,63,278,971
12,64,285,970
12,65,288,969
12,66,276,969
12,67,484,968
12,68,297,968
12,69,282,968
12,70,482,967
12,71,300,967
12,72,287,967
12,73,497,966
12,74,487,966
12,75,308,966
12,76,294,966
12,77,503,965
12,78,494,965
12,79,302,965
12,80,499,964
12,81,309,964
12,82,508,963
12,83,511,962
12,84,332,961
12,85,343,959
12,86,353,957
12,87,358,956
12,88,363,954
12,89,556,959
12,90,434,945
12,91,438,943
12,92,435,943
12,93,453,942
12,94,458,941
12,95,444,941
12,96,464,940
12,97,468,939
12,98,455,939
12,99,461,938
12,100,397,949
12,101,394,938
12,102,293,938
12,103,399,936
12,104,305,936
12,105,232,946
12,106,267,928
12,107,281,925
13,0,452,1067
13,1,467,1063
13,2,458,1063
13,3,465,1062
13,4,472,1061
13,5,491,1059
13,6,484,1060
13,7,504,1058
13,8,501,1057
13,9,514,1056
13,10,524,1055
13,11,509,1055
13,12,530,1054
13,13,519,1054
13,14,525,1053
13,15,535,1052
13,16,378,1043
13,17,411,1041
13,18,414,1038
13,19,491,1030
13,20,499,1029
13,21,514,1027
13,22,510,1025
13,23,506,1025
13,24,513,1024
13,25,352,1019
13,26,357,1018
13,27,363,1017
13,28,350,1017
13,29,532,1011
13,30,443,1007
13,31,445,1003
13,32,458,1002
13,33,467,1001
13,34,450,1001
13,35,461,1000
13,36,479,999
13,37,467,999
13,38,478,997
13,39,294,996
13,40,489,995
13,41,303,995
13,42,288,996
13,43,308,994
13,44,293,994
13,45,315,993
13,46,301,993
13,47,321,992
13,48,306,992
13,49,328,991
13,50,315,991
13,51,318,990
13,52,342,989
13,53,326,989
13,54,331,988
13,55,339,987
13,56,343,986
13,57,352,985
13,58,397,982
13,59,380,981
13,60,378,980
13,61,404,979
13,62,405,976
13,63,408,976
13,64,276,970
13,65,283,969
13,66,286,968
13,67,294,967
13,68,488,966
13,69,481,966
13,70,299,966
13,71,283,966
13,72,495,965
13,73,484,965
13,74,307,965
13,75,293,965
13,76,499,964
13,77,491,964
13,78,309,964
13,79,298,964
13,80,497,963
13,81,506,962
13,82,503,962
13,83,509,961
13,84,341,959
13,85,330,960
13,86,335,958
13,87,353,957
13,88,343,957
13,89,347,956
13,90,357,955
13,91,296,952
13,92,556,958
13,93,433,944
13,94,450,941
13,95,437,941
13,96,440,940
13,97,462,939
13,98,446,939
13,99,467,938
13,100,453,938
13,101,388,938
13,102,327,938
13,103,459,937
13,104,465,936
13,105,397,948
13,106,394,936
13,107,471,935
13,108,232,945
13,109,305,931
13,110,281,929
13,111,266,926
13,112,280,924
