x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138
"[0.0, 0.0, 0.0]","[0.0, -0.0222229876633906, -0.003519775463405195]","[0.0, 0.0222229876633906, 0.003519775463405195]","[0.0, 0.0, 0.0]","[0.0, 0.0222229876633906, -0.003519775463405195]","[0.0, -0.0222229876633906, 0.003519775463405195]","[0.0, 0.0, 0.007039550926810391]","[0.0, 0.0222229876633906, 0.003519775463405196]","[0.0, -0.0222229876633906, 0.010559326390215586]","[0.0, 0.0, 0.007039550926810391]","[0.0, -0.0222229876633906, 0.003519775463405196]","[0.0, 0.0222229876633906, 0.010559326390215586]","[0.0, 0.0, 0.014079101853620782]","[0.0, -0.0222229876633906, 0.010559326390215586]","[0.0, 0.0222229876633906, 0.017598877317025977]","[0.0, 0.0, 0.014079101853620782]","[0.0, 0.0222229876633906, 0.010559326390215586]","[0.0, -0.0222229876633906, 0.017598877317025977]","[0.0, 0.0, 0.021118652780431176]","[0.0, 0.0222229876633906, 0.01759887731702598]","[0.0, -0.0222229876633906, 0.02463842824383637]","[0.0, 0.0, 0.021118652780431176]","[0.0, -0.0222229876633906, 0.01759887731702598]","[0.0, 0.0222229876633906, 0.02463842824383637]","[0.0, 0.0, 0.028158203707241564]","[0.0, -0.0222229876633906, 0.024638428243836368]","[0.0, 0.0222229876633906, 0.031677979170646756]","[0.0, 0.0, 0.028158203707241564]","[0.0, 0.0222229876633906, 0.024638428243836368]","[0.0, -0.0222229876633906, 0.031677979170646756]","[0.0, 0.0, 0.035197754634051955]","[0.0, 0.0222229876633906, 0.03167797917064676]","[0.0, -0.0222229876633906, 0.038717530097457147]","[0.0, 0.0, 0.035197754634051955]","[0.0, -0.0222229876633906, 0.03167797917064676]","[0.0, 0.0222229876633906, 0.038717530097457147]","[0.0, 0.0, 0.04223730556086235]","[0.0, -0.0222229876633906, 0.03871753009745716]","[0.0, 0.0222229876633906, 0.045757081024267544]","[0.0, 0.0, 0.04223730556086235]","[0.0, 0.0222229876633906, 0.03871753009745716]","[0.0, -0.0222229876633906, 0.045757081024267544]","[0.0, 0.0, 0.04927685648767274]","[0.0, 0.0222229876633906, 0.04575708102426755]","[0.0, -0.0222229876633906, 0.052796631951077935]","[0.0, 0.0, 0.04927685648767274]","[0.0, -0.0222229876633906, 0.04575708102426755]","[0.0, 0.0222229876633906, 0.052796631951077935]","[0.0, 0.0, 0.05631640741448313]","[0.0, -0.0222229876633906, 0.052796631951077935]","[0.0, 0.0222229876633906, 0.05983618287788832]","[0.0, 0.0, 0.05631640741448313]","[0.0, 0.0222229876633906, 0.052796631951077935]","[0.0, -0.0222229876633906, 0.05983618287788832]","[0.0, 0.0, 0.06335595834129353]","[0.0, 0.0222229876633906, 0.05983618287788833]","[0.0, -0.0222229876633906, 0.06687573380469872]","[0.0, 0.0, 0.06335595834129353]","[0.0, -0.0222229876633906, 0.05983618287788833]","[0.0, 0.0222229876633906, 0.06687573380469872]","[0.0, 0.0, 0.07039550926810391]","[0.0, -0.0222229876633906, 0.06687573380469872]","[0.0, 0.0222229876633906, 0.0739152847315091]","[0.0, 0.0, 0.07039550926810391]","[0.0, 0.0222229876633906, 0.06687573380469872]","[0.0, -0.0222229876633906, 0.0739152847315091]","[0.0, 0.0, 0.0774350601949143]","[0.0, 0.0222229876633906, 0.07391528473150911]","[0.0, -0.0222229876633906, 0.0809548356583195]","[0.0, 0.0, 0.0774350601949143]","[0.0, -0.0222229876633906, 0.07391528473150911]","[0.0, 0.0222229876633906, 0.0809548356583195]","[0.0, 0.0, 0.0844746111217247]","[0.0, -0.0222229876633906, 0.08095483565831951]","[0.0, 0.0222229876633906, 0.0879943865851299]","[0.0, 0.0, 0.0844746111217247]","[0.0, 0.0222229876633906, 0.08095483565831951]","[0.0, -0.0222229876633906, 0.0879943865851299]","[0.0, 0.0, 0.09151416204853509]","[0.0, 0.0222229876633906, 0.0879943865851299]","[0.0, -0.0222229876633906, 0.09503393751194028]","[0.0, 0.0, 0.09151416204853509]","[0.0, -0.0222229876633906, 0.0879943865851299]","[0.0, 0.0222229876633906, 0.09503393751194028]","[0.0, 0.0, 0.09855371297534549]","[0.0, -0.0222229876633906, 0.0950339375119403]","[0.0, 0.0222229876633906, 0.10207348843875068]","[0.0, 0.0, 0.09855371297534549]","[0.0, 0.0222229876633906, 0.0950339375119403]","[0.0, -0.0222229876633906, 0.10207348843875068]","[0.0, 0.0, 0.10559326390215586]","[0.0, 0.0222229876633906, 0.10207348843875066]","[0.0, -0.0222229876633906, 0.10911303936556105]","[0.0, 0.0, 0.10559326390215586]","[0.0, -0.0222229876633906, 0.10207348843875066]","[0.0, 0.0222229876633906, 0.10911303936556105]","[0.0, 0.0, 0.11263281482896625]","[0.0, -0.0222229876633906, 0.10911303936556106]","[0.0, 0.0222229876633906, 0.11615259029237145]","[0.0, 0.0, 0.11263281482896625]","[0.0, 0.0222229876633906, 0.10911303936556106]","[0.0, -0.0222229876633906, 0.11615259029237145]","[0.0, 0.0, 0.11967236575577667]","[0.0, 0.0222229876633906, 0.11615259029237147]","[0.0, -0.0222229876633906, 0.12319214121918186]","[0.0, 0.0, 0.11967236575577667]","[0.0, -0.0222229876633906, 0.11615259029237147]","[0.0, 0.0222229876633906, 0.12319214121918186]","[0.0, 0.0, 0.12671191668258705]","[0.0, -0.0222229876633906, 0.12319214121918186]","[0.0, 0.0222229876633906, 0.13023169214599226]","[0.0, 0.0, 0.12671191668258705]","[0.0, 0.0222229876633906, 0.12319214121918186]","[0.0, -0.0222229876633906, 0.13023169214599226]","[0.0, 0.0, 0.13375146760939743]","[0.0, 0.0222229876633906, 0.13023169214599223]","[0.0, -0.0222229876633906, 0.13727124307280264]","[0.0, 0.0, 0.13375146760939743]","[0.0, -0.0222229876633906, 0.13023169214599223]","[0.0, 0.0222229876633906, 0.13727124307280264]","[0.0, 0.0, 0.14079101853620782]","[0.0, -0.0222229876633906, 0.1372712430728026]","[0.0, 0.0222229876633906, 0.14431079399961302]","[0.0, 0.0, 0.14079101853620782]","[0.0, 0.0222229876633906, 0.1372712430728026]","[0.0, -0.0222229876633906, 0.14431079399961302]","[0.0, 0.0, 0.1478305694630182]","[0.0, 0.0222229876633906, 0.144310793999613]","[0.0, -0.0222229876633906, 0.1513503449264234]","[0.0, 0.0, 0.1478305694630182]","[0.0, -0.0222229876633906, 0.144310793999613]","[0.0, 0.0222229876633906, 0.1513503449264234]","[0.0, 0.0, 0.1548701203898286]","[0.0, -0.0222229876633906, 0.1513503449264234]","[0.0, 0.0222229876633906, 0.15838989585323382]","[0.0, 0.0, 0.1548701203898286]","[0.0, 0.0222229876633906, 0.1513503449264234]","[0.0, -0.0222229876633906, 0.15838989585323382]"
"[-6.296010119532662e-17, -2.6194794453859956e-17, 7.247142138945165e-13]","[-6.275546253502901e-17, -0.022222712470987102, -0.0035215125197464964]","[-6.316473985562424e-17, 0.022222712470987047, 0.0035215125211959246]","[-3.982215531577798e-17, 3.0692964285469147e-13, 1.0979774391709673e-12]","[-3.8793283433516836e-17, 0.02222271247135608, -0.0035215125189814777]","[-4.0851027198039127e-17, -0.022222712470742225, 0.003521512521177433]","[-2.6592507028542308e-17, -5.798197610417312e-13, 0.007042888073871636]","[-2.6205636225555408e-17, 0.02222273765987993, 0.0035215345167314486]","[-2.697937783152921e-17, -0.022222737661039573, 0.010564241631011823]","[-4.584583150702723e-17, 8.230512230678305e-13, 0.0070428880739966185]","[-4.710530457275155e-17, -0.02222273765961401, 0.003521534516713247]","[-4.4586358441302904e-17, 0.02222273766126011, 0.01056424163127999]","[2.9124961337862045e-17, 2.7693644298978014e-12, 0.014085477512397982]","[3.02816865449786e-17, -0.02222275895103771, 0.010564258337028821]","[2.796823613074549e-17, 0.02222275895657644, 0.017606696687767143]","[2.706812610049898e-17, -2.5493698374474175e-12, 0.014085477512683239]","[2.5926072770484502e-17, 0.022222758951255393, 0.01056425833729947]","[2.821017943051346e-17, -0.022222758956354133, 0.017606696688067008]","[-4.023514854887203e-17, -4.4420389521870184e-12, 0.021127816551538076]","[-4.323030043180905e-17, 0.022222776628585846, 0.017606708953274493]","[-3.723999666593501e-17, -0.022222776637469927, 0.02464892414980166]","[-5.548312842291363e-17, 4.644882681006517e-12, 0.021127816551928105]","[-5.286510855472941e-17, -0.022222776628368978, 0.017606708953575956]","[-5.810114829109784e-17, 0.02222277663765874, 0.024648924150280253]","[-3.146338806476879e-17, 6.404164918300318e-12, 0.028169949766136834]","[-2.829181551029021e-17, -0.022222790981945115, 0.024648932769849842]","[-3.463496061924737e-17, 0.022222790994753445, 0.031690966762423826]","[-5.635948200092784e-17, -6.223167489563774e-12, 0.02816994976658015]","[-5.920881640734704e-17, 0.02222279098213193, 0.02464893277032989]","[-5.351014759450863e-17, -0.022222790994578266, 0.03169096676283041]","[-1.0411400359344716e-16, -7.853956682743268e-12, 0.0352119179548422]","[-1.0251539455267643e-16, 0.022222802311459844, 0.03169097247433543]","[-1.057126126342179e-16, -0.022222802327167758, 0.03873286343534897]","[-2.2722644481297205e-17, 8.018281285572905e-12, 0.03521191795529216]","[-1.5547810142478554e-17, -0.02222280231128882, 0.031690972474743104]","[-2.9897478820115856e-17, 0.022222802327325382, 0.03873286343584122]","[-2.5195618324048446e-16, 9.454787758209459e-12, 0.04225375802316881]","[-2.461588050521809e-16, -0.02222281092441741, 0.03873286691474607]","[-2.57753561428788e-16, 0.022222810943326985, 0.04577464913159155]","[-2.504280379186085e-16, -9.310553128104212e-12, 0.0422537580235853]","[-2.556936493329919e-16, 0.022222810924573747, 0.038732866915238924]","[-2.4516242650422515e-16, -0.02222281094319485, 0.04577464913193168]","[-2.7623021804419556e-16, -1.0566540231573654e-11, 0.049295502877733384]","[-2.779705080072651e-16, 0.022222817136967065, 0.04577465098830574]","[-2.7448992808112603e-16, -0.022222817158100146, 0.052816354767161025]","[-2.9962101828583285e-16, 1.069513893192619e-11, 0.04929550287808318]","[-2.8986483431767477e-16, -0.022222817136837058, 0.04577465098864669]","[-3.0937720225399094e-16, 0.022222817158227336, 0.05281635476751967]","[-3.2471239101842383e-16, 1.1718945156470124e-11, 0.056337181334615266]","[-3.183176804583322e-16, -0.022222821270279348, 0.05281635554108846]","[-3.3110710157851545e-16, 0.02222282129371724, 0.05985800712814207]","[-2.6526785717684787e-16, -1.1608539166506891e-11, 0.056337181334872526]","[-2.6854096345485844e-16, 0.02222282127040581, 0.05281635554144708]","[-2.619947508988373e-16, -0.02222282129362289, 0.059858007128297974]","[-2.7744148272907816e-16, -1.2421497713830572e-11, 0.06337881804576656]","[-2.732023646344886e-16, 0.02222282365127538, 0.05985800728512719]","[-2.8168060082366773e-16, -0.022222823676118376, 0.06689962880640593]","[-2.3302332598756336e-16, 1.2516212349892719e-11, 0.06337881804591436]","[-2.305710521196331e-16, -0.022222823651181993, 0.0598580072852834]","[-2.3547559985549364e-16, 0.02222282367621442, 0.06689962880654532]","[-3.700043498881331e-16, 1.3077698818817543e-11, 0.07042043344873773]","[-3.7009564494753837e-16, -0.022222824608532317, 0.06689962873430615]","[-3.6991305482872787e-16, 0.022222824634687714, 0.07394123816316932]","[-5.043298979165184e-16, -1.299941908681477e-11, 0.0704204334487674]","[-5.004452464053116e-16, 0.022222824608628015, 0.06689962873444576]","[-5.082145494277253e-16, -0.02222282463462685, 0.07394123816308905]","[-4.512001154100828e-16, -1.333785316257636e-11, 0.07746204374681535]","[-4.442375576638963e-16, 0.022222824471372485, 0.07394123816829236]","[-4.581626731562693e-16, -0.022222824498048188, 0.08098284932533835]","[-5.053383097689968e-16, 1.3400196275713078e-11, 0.07746204374672684]","[-5.075117981988084e-16, -0.02222282447131152, 0.07394123816821256]","[-5.031648213391853e-16, 0.022222824498111915, 0.08098284932524112]","[-4.3088956679554417e-16, 1.3483696047354576e-11, 0.08450366092919541]","[-4.3832709354088485e-16, -0.02222282356481666, 0.08098284962954622]","[-4.234520400502035e-16, 0.022222823591784055, 0.0880244722288446]","[-5.456885732652399e-16, -1.3435906973251075e-11, 0.084503660928997]","[-5.374871542435014e-16, 0.02222282356488046, 0.08098284962944888]","[-5.538899922869784e-16, -0.02222282359175228, 0.08802447222854512]","[-4.635179238280961e-16, -1.3297120570709669e-11, 0.09154529284433975]","[-4.470878647091021e-16, 0.022222822206136642, 0.08802447296774268]","[-4.799479829470901e-16, -0.022222822232730883, 0.09506611272093682]","[-5.565178406006468e-16, 1.3329049527862533e-11, 0.09154529284404751]","[-5.607565367426669e-16, -0.022222822206103613, 0.08802447296744352]","[-5.522791444586267e-16, 0.022222822232761712, 0.0950661127206515]","[-3.7194906582100855e-16, 1.294232725921253e-11, 0.09858694334451301]","[-3.888215268003406e-16, -0.022222820697548013, 0.09506611394373234]","[-3.5507660484167647e-16, 0.02222282072343267, 0.10210777274529369]","[-3.747926357546977e-16, -1.292311472987785e-11, 0.0985869433441499]","[-3.6111165279575166e-16, 0.02222282069757955, 0.09506611394344702]","[-3.8847361871364374e-16, -0.02222282072342578, 0.10210777274485278]","[-3.6277949241793903e-16, -1.2321895964514761e-11, 0.10562861252629602]","[-3.437644598494283e-16, 0.022222819318474207, 0.10210777441715282]","[-3.8179452498644975e-16, -0.022222819343118, 0.10914945063543921]","[-4.05126001540757e-16, 1.23247079348135e-11, 0.10562861252589055]","[-4.206005612828459e-16, -0.022222819318465863, 0.10210777441671241]","[-3.8965144179866806e-16, 0.022222819343115277, 0.10914945063506869]","[-4.579712541101919e-16, 1.1484309366668324e-11, 0.11267029710136921]","[-4.746673972440363e-16, -0.022222818313464135, 0.10914945264352455]","[-4.4127511097634754e-16, 0.022222818336432755, 0.11619114155921387]","[-4.359647297212619e-16, -1.1492866080006312e-11, 0.11267029710095337]","[-4.1613321919380593e-16, 0.02222281831346282, 0.10914945264315443]","[-4.557962402487179e-16, -0.02222281833644855, 0.11619114155875232]","[-4.2585050276010954e-16, -1.0442598425410755e-11, 0.11971199094522257]","[-4.109983470431174e-16, 0.022222817876701124, 0.11619114372404905]","[-4.407026584771017e-16, -0.02222281789758632, 0.12323283816639609]","[-4.3973497104544195e-16, 1.0417423295387667e-11, 0.11971199094482957]","[-4.515145221544218e-16, -0.02222281787671556, 0.11619114372358828]","[-4.279554199364621e-16, 0.022222817897550408, 0.12323283816607085]","[-4.867525307802849e-16, 9.125923514309311e-12, 0.12675368589037359]","[-4.968048306264472e-16, -0.022222818130199672, 0.12323284026091733]","[-4.767002309341226e-16, 0.022222818148451517, 0.13027453151982984]","[-5.420539898718761e-16, -9.16247502155703e-12, 0.12675368589003463]","[-5.282490886347636e-16, 0.022222818130165366, 0.12323284026059259]","[-5.558588911089887e-16, -0.02222281814849032, 0.13027453151947668]","[-4.689149825356008e-16, -7.646955942287549e-12, 0.13379537285760618]","[-4.568449382416159e-16, 0.022222819093578317, 0.13027453329945854]","[-4.809850268295856e-16, -0.02222281910887223, 0.1373162124157538]","[-5.002826019018886e-16, 7.594261492068008e-12, 0.13379537285734647]","[-5.101472827037238e-16, -0.02222281909361626, 0.1302745332991057]","[-4.904179211000533e-16, 0.022222819108804782, 0.13731621241558722]","[-4.591866974827548e-16, 5.80466503263987e-12, 0.14083704345741802]","[-4.714968168710822e-16, -0.022222820642521707, 0.13731621366426996]","[-4.468765780944274e-16, 0.02222282065413104, 0.14435787325056607]","[-4.658602750098807e-16, -5.870126992408552e-12, 0.14083704345725184]","[-4.499585914569461e-16, 0.022222820642456183, 0.1373162136641034]","[-4.817619585628152e-16, -0.022222820654196437, 0.14435787325040028]","[-4.784513213114265e-16, -3.796364056589958e-12, 0.1478786922497183]","[-4.595240112674933e-16, 0.022222822449409253, 0.14435787384865015]","[-4.973786313553597e-16, -0.022222822457001978, 0.15139951065078647]","[-4.771721877169403e-16, 3.7171116220347855e-12, 0.14787869224964298]","[-4.90964746745808e-16, -0.02222282244947418, 0.1443578738484844]","[-4.633796286880727e-16, 0.0222228224569084, 0.15139951065080157]","[-4.761736413031982e-16, 1.269688696329469e-12, 0.15492031993130348]","[-4.927928194395577e-16, -0.02222282390110923, 0.1513995106771893]","[-4.595544631668386e-16, 0.02222282390364861, 0.15844112918541767]","[-4.634528610636454e-16, -1.3666991050934948e-12, 0.15492031993129188]","[-4.4266378325546526e-16, 0.022222823901016417, 0.1513995106772042]","[-4.842419388718255e-16, -0.022222823903749814, 0.15844112918537956]"
"[-1.759801833117412e-17, 3.9183553657001765e-18, 7.249681854465492e-13]","[-1.7102956341653136e-17, -0.022222338258826305, -0.003523873196526093]","[-1.8093080320695105e-17, 0.022222338258826312, 0.0035238731979760295]","[-3.777704492678979e-17, 3.0642107781006697e-13, 1.0984079779135064e-12]","[-3.8139226635936115e-17, 0.022222338259194754, -0.0035238731957615375]","[-3.741486321764347e-17, -0.02222233825858191, 0.003523873197958353]","[-2.393119544128942e-17, -5.805102235811114e-13, 0.007047609601148922]","[-2.425159272706937e-17, 0.02222236344128132, 0.003523895217461899]","[-2.361079815550947e-17, -0.02222236344244234, 0.010571323984835946]","[-2.5762524933272074e-17, 8.23382608616803e-13, 0.007047609601273941]","[-2.6528686981550474e-17, -0.022222363441015858, 0.003523895217444447]","[-2.4996362884993674e-17, 0.022222363442662624, 0.010571323985103435]","[-3.077371467345813e-17, 2.7697656727976245e-12, 0.014094920783975172]","[-2.886285193032321e-17, -0.02222238473596993, 0.010571340712027179]","[-3.268457741659305e-17, 0.022222384741509463, 0.017618500855923164]","[-5.211873794393789e-18, -2.549849068448747e-12, 0.014094920784260487]","[-1.022833623752099e-17, 0.022222384736187414, 0.010571340712297126]","[-1.9541135126658904e-19, -0.022222384741287113, 0.017618500856223848]","[-4.317329420771785e-17, -4.442501825766291e-12, 0.021141981652691717]","[-4.8159989660505616e-17, 0.02222240242261133, 0.01761851313856084]","[-3.818659875493008e-17, -0.022222402431496334, 0.024665450166822596]","[-4.7686668741050546e-17, 4.645366478351325e-12, 0.021141981653081676]","[-4.328158459033183e-17, -0.02222240242239456, 0.017618513138863062]","[-5.209175289176926e-17, 0.022222402431685294, 0.02466545016730029]","[1.0497705637973623e-17, 6.404925320022038e-12, 0.028188836702389895]","[8.584087175891052e-18, -0.022222416787315662, 0.024665458799557838]","[1.2411324100056195e-17, 0.022222416800125513, 0.03171221460522195]","[-3.337056326371393e-17, -6.223503349998395e-12, 0.028188836702832787]","[-3.549779172420796e-17, 0.022222416787502784, 0.02466545880003672]","[-3.124333480321989e-17, -0.022222416799949792, 0.031712214605628855]","[-1.9637641291416347e-17, -7.854187806082682e-12, 0.03523552669085859]","[-2.196430449051663e-17, 0.022222428128076007, 0.03171222032560762]","[-1.7310978092316064e-17, -0.022222428143784386, 0.03875883305610956]","[-6.254086137511078e-17, 8.019271594508911e-12, 0.03523552669130779]","[-6.115468545913268e-17, -0.022222428127904325, 0.0317122203260152]","[-6.392703729108889e-17, 0.02222242814394287, 0.038758833056600384]","[-9.48560878844517e-18, 9.45603224071549e-12, 0.042282088510253515]","[-1.1548472666966022e-17, -0.022222436750653014, 0.03875883654041734]","[-7.422744909924318e-18, 0.02222243676956508, 0.04580534048008969]","[1.3528700934927754e-18, -9.310857486152238e-12, 0.042282088510669044]","[1.5309890088145428e-18, 0.02222243675081021, 0.03875883654090872]","[1.174751178171008e-18, -0.022222436769431926, 0.04580534048042937]","[-6.840820033634634e-17, -1.056708340296323e-11, 0.04932855507163105]","[-7.223642432314212e-17, 0.02222244297036766, 0.04580534233903824]","[-6.457997634955057e-17, -0.022222442991501824, 0.05285176780422386]","[-4.022170234238271e-17, 1.0696690360084949e-11, 0.04932855507197967]","[-4.077642692927074e-17, -0.022222442970236754, 0.045805342339378705]","[-3.966697775549468e-17, 0.022222442991630134, 0.05285176780458063]","[3.9385318625843785e-17, 1.1720546025201301e-11, 0.05637495520528077]","[4.299578352152184e-17, -0.022222447108120068, 0.052851768578675885]","[3.5774853730165733e-17, 0.022222447131561157, 0.05989814183188565]","[2.055145512807876e-17, -1.1609089571749742e-11, 0.05637495520553668]","[1.2864276277039412e-17, 0.02222244710824756, 0.05285176857903291]","[2.823863397911811e-17, -0.022222447131465737, 0.05989814183204045]","[-3.581923757917432e-17, -1.2422208266953515e-11, 0.06342131358074996]","[-4.440908530943512e-17, 0.022222449491004045, 0.05989814198860885]","[-2.7229389848913513e-17, -0.022222449515848463, 0.06694448517289106]","[-2.1893120765526303e-17, 1.251807602749056e-11, 0.06342131358089623]","[-1.57855536169244e-17, -0.022222449490909547, 0.05989814198876375]","[-2.800068791412821e-17, 0.0222224495159457, 0.0669444851730287]","[-1.139799602499724e-16, 1.3079810252362197e-11, 0.07046765065175414]","[-1.0489053185172307e-16, -0.02222245044807801, 0.06694448510052234]","[-1.2306938864822174e-16, 0.022222450474237633, 0.07399081620298595]","[-1.0922092396762203e-16, -1.3000254363877335e-11, 0.07046765065178208]","[-1.204695683600113e-16, 0.022222450448174995, 0.0669444851006602]","[-9.797227957523277e-17, -0.022222450474175502, 0.07399081620290396]","[-1.3860475204946172e-16, -1.3338787692318e-11, 0.07751398263298415]","[-1.4692547219852007e-16, 0.02222245030935685, 0.07399081620839895]","[-1.3028403190040337e-16, -0.022222450336034427, 0.08103714905756934]","[-1.9736000394295978e-16, 1.340259121233926e-11, 0.07751398263289373]","[-1.8858315199367263e-16, -0.022222450309294393, 0.07399081620831709]","[-2.0613685589224693e-16, 0.022222450336099576, 0.08103714905747038]","[-1.659522088077961e-16, 1.3486240709162345e-11, 0.08456032151833569]","[-1.592110128354811e-16, -0.022222449400640477, 0.08103714936293666]","[-1.7269340478011112e-16, 0.022222449427612957, 0.08808349367373472]","[-1.8052227003899074e-16, -1.3437115084134116e-11, 0.08456032151813538]","[-1.8964528186798148e-16, 0.022222449400705665, 0.08103714936283767]","[-1.7139925821e-16, -0.022222449427579897, 0.08808349367343309]","[-1.3692365671857913e-16, -1.3298766831204158e-11, 0.09160667515356709]","[-1.4814350802462335e-16, 0.022222448039993157, 0.08808349441469743]","[-1.2570380541253492e-16, -0.022222448066590694, 0.09512985589243675]","[-1.8297407203969458e-16, 1.3331509107143927e-11, 0.09160667515327299]","[-1.7446212153170244e-16, -0.02222244803995924, 0.08808349441439599]","[-1.9148602254768672e-16, 0.02222244806662226, 0.09512985589214999]","[-1.71705633668262e-16, 1.2944957118734334e-11, 0.0986530473812589]","[-1.6168081316514397e-16, -0.022222446530329263, 0.09512985711797202]","[-1.8173045417138005e-16, 0.022222446556219178, 0.10217623764454577]","[-2.3226339965190347e-16, -1.2925111301663953e-11, 0.09865304738089402]","[-2.4627048174080645e-16, 0.022222446530361577, 0.09512985711768576]","[-2.182563175630005e-16, -0.022222446556211802, 0.10217623764410227]","[-1.650179296348332e-16, -1.232409510038767e-11, 0.10569943828273021]","[-1.7950672671444534e-16, 0.022222445151619828, 0.10217623931935828]","[-1.5052913255522106e-16, -0.02222244517626802, 0.10922263724610214]","[-1.5830646676132277e-16, 1.2327539044753417e-11, 0.10569943828232306]","[-1.4818442846496633e-16, -0.022222445151610738, 0.10217623931891545]","[-1.6842850505767922e-16, 0.022222445176265815, 0.10922263724573067]","[-2.389421413239505e-16, 1.1487341711510213e-11, 0.11274584455109989]","[-2.279516398545222e-16, -0.02222244414872279, 0.10922263925672052]","[-2.4993264279337877e-16, 0.022222444171697473, 0.11626904984547926]","[-2.1934264567917021e-16, -1.1495406432733367e-11, 0.11274584455068258]","[-2.3247828793914205e-16, 0.022222444148722015, 0.10922263925634922]","[-2.0620700341919838e-16, -0.022222444171712825, 0.11626904984501595]","[-1.9286249990099262e-16, -1.0445412788566099e-11, 0.1197922600430935]","[-2.0709371117201112e-16, 0.022222443715832915, 0.11626905201171173]","[-1.7863128862997412e-16, -0.02222244373672374, 0.12331546807447527]","[-2.1600563722166707e-16, 1.0420492926313725e-11, 0.11979226004269929]","[-2.0610227265430028e-16, -0.022222443715846946, 0.11626905201124882]","[-2.2590900178903387e-16, 0.022222443736687934, 0.12331546807414975]","[-2.0046041428608629e-16, 9.129195231116931e-12, 0.126838676576239]","[-1.8663858239697158e-16, -0.022222443974580515, 0.12331547016859214]","[-2.14282246175201e-16, 0.022222443992838903, 0.1303618829838859]","[-1.765491286049222e-16, -9.165430182722562e-12, 0.12683867657589912]","[-1.9472525101406157e-16, 0.022222443974546615, 0.12331547016826698]","[-1.5837300619578285e-16, -0.022222443992877473, 0.13036188298353127]","[-1.7809696981705589e-16, -7.650013739091749e-12, 0.13388508506523253]","[-1.9270364652889447e-16, 0.022222444943691647, 0.13036188476088]","[-1.634902931052173e-16, -0.02222244495899167, 0.13740828536958505]","[-1.5868217642931124e-16, 7.597416637755179e-12, 0.1338850850649722]","[-1.486036284375365e-16, -0.022222444943729353, 0.1303618847605258]","[-1.6876072442108597e-16, 0.022222444958924184, 0.13740828536941863]","[-1.8205648282743633e-16, 5.807526137367732e-12, 0.14093147713025958]","[-1.713258247501003e-16, -0.022222446497252343, 0.13740828661332152]","[-1.9278714090477235e-16, 0.022222446508867393, 0.14445466764719764]","[-1.6073628112117887e-16, -5.872975790681632e-12, 0.14093147713009305]","[-1.7476254123581188e-16, 0.022222446497186885, 0.13740828661315496]","[-1.4671002100654586e-16, -0.022222446508932837, 0.14445466764703113]","[-1.5584517207655937e-16, -3.798617448040837e-12, 0.14797784736648703]","[-1.6783052389593292e-16, 0.022222448305023478, 0.1444546682393733]","[-1.4385982025718583e-16, -0.022222448312620713, 0.15150102649360075]","[-1.517917895335612e-16, 3.719236159669266e-12, 0.1479778473664116]","[-1.4307373967793695e-16, -0.022222448305088432, 0.14445466823920688]","[-1.6050983938918547e-16, 0.022222448312526906, 0.1515010264936163]","[-8.909694620848853e-17, 1.2703270026094297e-12, 0.15502419654628372]","[-7.97759179035081e-17, -0.02222244974970538, 0.15150102651556435]","[-9.841797451346895e-17, 0.022222449752246035, 0.15854736657700308]","[-1.0643439572949644e-16, -1.3677911722470892e-12, 0.15502419654627214]","[-1.1971310198377693e-16, 0.02222244974961217, 0.15150102651557956]","[-9.315568947521596e-17, -0.022222449752347752, 0.15854736657696472]"
