x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138
"[0.0, 0.0, 0.0]","[0.0, -0.222229876633906, -0.035197754634051955]","[0.0, 0.222229876633906, 0.035197754634051955]","[0.0, 0.0, 0.0]","[0.0, 0.222229876633906, -0.035197754634051955]","[0.0, -0.222229876633906, 0.035197754634051955]","[0.0, 0.0, 0.07039550926810392]","[0.0, 0.222229876633906, 0.03519775463405197]","[0.0, -0.222229876633906, 0.10559326390215587]","[0.0, 0.0, 0.07039550926810392]","[0.0, -0.222229876633906, 0.03519775463405197]","[0.0, 0.222229876633906, 0.10559326390215587]","[0.0, 0.0, 0.14079101853620785]","[0.0, -0.222229876633906, 0.1055932639021559]","[0.0, 0.222229876633906, 0.1759887731702598]","[0.0, 0.0, 0.14079101853620785]","[0.0, 0.222229876633906, 0.1055932639021559]","[0.0, -0.222229876633906, 0.1759887731702598]","[0.0, 0.0, 0.21118652780431177]","[0.0, 0.222229876633906, 0.17598877317025982]","[0.0, -0.222229876633906, 0.24638428243836372]","[0.0, 0.0, 0.21118652780431177]","[0.0, -0.222229876633906, 0.17598877317025982]","[0.0, 0.222229876633906, 0.24638428243836372]","[0.0, 0.0, 0.2815820370724157]","[0.0, -0.222229876633906, 0.24638428243836374]","[0.0, 0.222229876633906, 0.31677979170646764]","[0.0, 0.0, 0.2815820370724157]","[0.0, 0.222229876633906, 0.24638428243836374]","[0.0, -0.222229876633906, 0.31677979170646764]","[0.0, 0.0, 0.3519775463405196]","[0.0, 0.222229876633906, 0.31677979170646764]","[0.0, -0.222229876633906, 0.38717530097457153]","[0.0, 0.0, 0.3519775463405196]","[0.0, -0.222229876633906, 0.31677979170646764]","[0.0, 0.222229876633906, 0.38717530097457153]","[0.0, 0.0, 0.42237305560862354]","[0.0, -0.222229876633906, 0.3871753009745716]","[0.0, 0.222229876633906, 0.4575708102426755]","[0.0, 0.0, 0.42237305560862354]","[0.0, 0.222229876633906, 0.3871753009745716]","[0.0, -0.222229876633906, 0.4575708102426755]","[0.0, 0.0, 0.4927685648767274]","[0.0, 0.222229876633906, 0.45757081024267543]","[0.0, -0.222229876633906, 0.5279663195107793]","[0.0, 0.0, 0.4927685648767274]","[0.0, -0.222229876633906, 0.45757081024267543]","[0.0, 0.222229876633906, 0.5279663195107793]","[0.0, 0.0, 0.5631640741448314]","[0.0, -0.222229876633906, 0.5279663195107794]","[0.0, 0.222229876633906, 0.5983618287788833]","[0.0, 0.0, 0.5631640741448314]","[0.0, 0.222229876633906, 0.5279663195107794]","[0.0, -0.222229876633906, 0.5983618287788833]","[0.0, 0.0, 0.6335595834129352]","[0.0, 0.222229876633906, 0.5983618287788832]","[0.0, -0.222229876633906, 0.6687573380469871]","[0.0, 0.0, 0.6335595834129352]","[0.0, -0.222229876633906, 0.5983618287788832]","[0.0, 0.222229876633906, 0.6687573380469871]","[0.0, 0.0, 0.7039550926810392]","[0.0, -0.222229876633906, 0.6687573380469872]","[0.0, 0.222229876633906, 0.7391528473150911]","[0.0, 0.0, 0.7039550926810392]","[0.0, 0.222229876633906, 0.6687573380469872]","[0.0, -0.222229876633906, 0.7391528473150911]","[0.0, 0.0, 0.7743506019491431]","[0.0, 0.222229876633906, 0.7391528473150911]","[0.0, -0.222229876633906, 0.809548356583195]","[0.0, 0.0, 0.7743506019491431]","[0.0, -0.222229876633906, 0.7391528473150911]","[0.0, 0.222229876633906, 0.809548356583195]","[0.0, 0.0, 0.8447461112172471]","[0.0, -0.222229876633906, 0.8095483565831951]","[0.0, 0.222229876633906, 0.879943865851299]","[0.0, 0.0, 0.8447461112172471]","[0.0, 0.222229876633906, 0.8095483565831951]","[0.0, -0.222229876633906, 0.879943865851299]","[0.0, 0.0, 0.915141620485351]","[0.0, 0.222229876633906, 0.879943865851299]","[0.0, -0.222229876633906, 0.9503393751194029]","[0.0, 0.0, 0.915141620485351]","[0.0, -0.222229876633906, 0.879943865851299]","[0.0, 0.222229876633906, 0.9503393751194029]","[0.0, 0.0, 0.9855371297534548]","[0.0, -0.222229876633906, 0.9503393751194028]","[0.0, 0.222229876633906, 1.0207348843875068]","[0.0, 0.0, 0.9855371297534548]","[0.0, 0.222229876633906, 0.9503393751194028]","[0.0, -0.222229876633906, 1.0207348843875068]","[0.0, 0.0, 1.0559326390215586]","[0.0, 0.222229876633906, 1.0207348843875066]","[0.0, -0.222229876633906, 1.0911303936556107]","[0.0, 0.0, 1.0559326390215586]","[0.0, -0.222229876633906, 1.0207348843875066]","[0.0, 0.222229876633906, 1.0911303936556107]","[0.0, 0.0, 1.1263281482896628]","[0.0, -0.222229876633906, 1.0911303936556107]","[0.0, 0.222229876633906, 1.1615259029237148]","[0.0, 0.0, 1.1263281482896628]","[0.0, 0.222229876633906, 1.0911303936556107]","[0.0, -0.222229876633906, 1.1615259029237148]","[0.0, 0.0, 1.1967236575577667]","[0.0, 0.222229876633906, 1.1615259029237146]","[0.0, -0.222229876633906, 1.2319214121918187]","[0.0, 0.0, 1.1967236575577667]","[0.0, -0.222229876633906, 1.1615259029237146]","[0.0, 0.222229876633906, 1.2319214121918187]","[0.0, 0.0, 1.2671191668258703]","[0.0, -0.222229876633906, 1.2319214121918183]","[0.0, 0.222229876633906, 1.3023169214599224]","[0.0, 0.0, 1.2671191668258703]","[0.0, 0.222229876633906, 1.2319214121918183]","[0.0, -0.222229876633906, 1.3023169214599224]","[0.0, 0.0, 1.3375146760939745]","[0.0, 0.222229876633906, 1.3023169214599224]","[0.0, -0.222229876633906, 1.3727124307280265]","[0.0, 0.0, 1.3375146760939745]","[0.0, -0.222229876633906, 1.3023169214599224]","[0.0, 0.222229876633906, 1.3727124307280265]","[0.0, 0.0, 1.4079101853620783]","[0.0, -0.222229876633906, 1.3727124307280263]","[0.0, 0.222229876633906, 1.4431079399961304]","[0.0, 0.0, 1.4079101853620783]","[0.0, 0.222229876633906, 1.3727124307280263]","[0.0, -0.222229876633906, 1.4431079399961304]","[0.0, 0.0, 1.4783056946301825]","[0.0, 0.222229876633906, 1.4431079399961304]","[0.0, -0.222229876633906, 1.5135034492642345]","[0.0, 0.0, 1.4783056946301825]","[0.0, -0.222229876633906, 1.4431079399961304]","[0.0, 0.222229876633906, 1.5135034492642345]","[0.0, 0.0, 1.5487012038982861]","[0.0, -0.222229876633906, 1.513503449264234]","[0.0, 0.222229876633906, 1.5838989585323382]","[0.0, 0.0, 1.5487012038982861]","[0.0, 0.222229876633906, 1.513503449264234]","[0.0, -0.222229876633906, 1.5838989585323382]"
"[-1.537562703569582e-17, 9.870110638249912e-18, 2.0751646008804532e-13]","[-9.042877763511128e-18, -0.22222976677017067, -0.03519844827916312]","[-2.1708376307880514e-17, 0.22222976677017067, 0.03519844827957815]","[-2.3479395198694744e-17, 2.0761537042518918e-13, 3.113978105253006e-13]","[-3.0516931013037794e-17, 0.2222297667704009, -0.035198448278916356]","[-1.6441859384351693e-17, -0.22222976676998568, 0.03519844827953915]","[-3.532278285291602e-17, 7.444705062762361e-14, 0.07039689651026723]","[-4.868197299283163e-17, 0.22222976678087086, 0.03519844829798358]","[-2.19635927130004e-17, -0.22222976678072198, 0.10559534472255089]","[-5.1755674585123984e-17, 1.0434935402526451e-13, 0.07039689651026716]","[-4.023779078211235e-17, -0.2222297667806859, 0.03519844829794462]","[-6.327355838813563e-17, 0.22222976678089462, 0.1055953447225897]","[-6.021257289600577e-17, 5.397777407535349e-13, 0.14079379287949034]","[-4.496545453806658e-17, -0.22222976679200157, 0.10559534474135943]","[-7.545969125394496e-17, 0.22222976679308115, 0.17599224101762126]","[-5.49757888262368e-17, -3.733297882047638e-13, 0.1407937928794898]","[-6.544565283420201e-17, 0.22222976679217427, 0.10559534474139817]","[-4.4505924818271594e-17, -0.22222976679292095, 0.1759922410175814]","[-5.4075147955475055e-17, -8.114900752437602e-13, 0.21119068909161692]","[-7.607572572734402e-17, 0.22222976680493156, 0.17599224103683642]","[-3.2074570183606093e-17, -0.22222976680655454, 0.24638913714639743]","[-4.9942042430557986e-17, 9.655154922246165e-13, 0.21119068909161584]","[-2.6985312089599362e-17, -0.2222297668047713, 0.1759922410367964]","[-7.289877277151662e-17, 0.2222297668067023, 0.2463891371464353]","[-5.398281209625981e-17, 1.3765954984281553e-12, 0.2815875851286385]","[-2.557948716818919e-17, -0.22222976681896417, 0.24638913716602273]","[-8.238613702433043e-17, 0.22222976682171736, 0.3167860330912543]","[-4.291026698907282e-17, -1.2350851781191719e-12, 0.2815875851286369]","[-6.443330915298511e-17, 0.22222976681911188, 0.24638913716606053]","[-2.1387224825160525e-17, -0.22222976682158208, 0.3167860330912133]","[-5.2982252593124446e-17, -1.6390692005718344e-12, 0.35198448097309315]","[-7.750715930862984e-17, 0.22222976683466966, 0.31678603311129305]","[-2.8457345877619055e-17, -0.22222976683794782, 0.38718292883489325]","[-4.834151471536198e-17, 1.7680908676301611e-12, 0.35198448097309115]","[-1.446209337098321e-17, -0.22222976683453446, 0.31678603311125203]","[-8.222093605974075e-17, 0.22222976683807064, 0.3871829288349303]","[-1.7244161632179172e-17, 2.134991496932125e-12, 0.4223813766082537]","[3.2028295393061494e-17, -0.22222976685142135, 0.38718292885534855]","[-6.651661865741984e-17, 0.22222976685569132, 0.45757982436115885]","[-2.473189382389647e-17, -2.018442958672393e-12, 0.4223813766082512]","[-5.764182516799592e-17, 0.22222976685154414, 0.3871829288553856]","[8.178037520202977e-18, -0.22222976685558102, 0.4575798243611168]","[-7.525346272982194e-17, -2.3681468124064728e-12, 0.4927782720183166]","[-1.0444819325959e-16, 0.2222297668696597, 0.4575798243820338]","[-4.6058732200053874e-17, -0.22222976687439597, 0.5279767196545994]","[-7.483967089321714e-17, 2.472276559495721e-12, 0.4927782720183136]","[-2.883227883757129e-17, -0.22222976686954943, 0.45757982438199185]","[-1.20847062948863e-16, 0.22222976687449397, 0.5279767196546353]","[-1.1726270229278457e-16, 2.774705633322391e-12, 0.5631751671885932]","[-8.546048801355032e-17, -0.2222297668888277, 0.527976719675897]","[-1.4906491657201882e-16, 0.2222297668943771, 0.5983736147012894]","[-1.2346329102651192e-16, -2.6830152859164032e-12, 0.5631751671885897]","[-1.566721883502779e-16, 0.22222976688892562, 0.5279767196759327]","[-9.025439370274594e-17, -0.22222976689429166, 0.5983736147012467]","[-1.864929170993837e-16, -2.9578298823371377e-12, 0.6335720621057044]","[-2.2017704806546807e-16, 0.2222297669092356, 0.598373614723012]","[-1.5280878613329935e-16, -0.22222976691515126, 0.6687705094883968]","[-1.7898910348740414e-16, 3.037151343685942e-12, 0.6335720621057007]","[-1.4673905893842945e-16, -0.22222976690915017, 0.5983736147229695]","[-2.1123914803637884e-16, 0.22222976691522447, 0.668770509488432]","[-1.6620263828964475e-16, 3.254288184374655e-12, 0.7039689567577767]","[-1.2583632804007314e-16, -0.22222976693039473, 0.668770509510547]","[-2.0656894853921636e-16, 0.2222297669369033, 0.7391674040050065]","[-1.7579324266079113e-16, -3.1874596551221152e-12, 0.7039689567577726]","[-2.3498257970326233e-16, 0.22222976693046778, 0.668770509510582]","[-1.166039056183199e-16, -0.22222976693684268, 0.7391674040049632]","[-1.2869766187674422e-16, -3.3665885620319685e-12, 0.7743658511346394]","[-1.6504101898773418e-16, 0.22222976695248464, 0.7391674040275861]","[-9.235430476575426e-17, -0.2222297669592178, 0.8095642982416927]","[-1.723686540148104e-16, 3.420896419658167e-12, 0.7743658511346352]","[-1.2235011586373824e-16, -0.22222976695242413, 0.7391674040275428]","[-2.2238719216588256e-16, 0.22222976695926594, 0.8095642982417276]","[-1.5230421255848446e-16, 3.531750394051666e-12, 0.8447627452280246]","[-8.58977823470791e-17, -0.22222976697508492, 0.8095642982647034]","[-2.1871064276988982e-16, 0.22222976698214844, 0.8799611921913458]","[-1.5421091721054302e-16, -3.48980447645095e-12, 0.8447627452280203]","[-2.156123038905259e-16, 0.22222976697513308, 0.8095642982647382]","[-9.280953053056016e-17, -0.22222976698211266, 0.8799611921913024]","[-1.118196263998411e-16, -3.551893612520463e-12, 0.9151596390317681]","[-1.815763391055508e-16, 0.22222976699824357, 0.8799611922147889]","[-4.2062913694131384e-17, -0.22222976700534733, 0.9503580858487474]","[-1.17395522997639e-16, 3.5812754947838343e-12, 0.9151596390317636]","[-6.02266860917433e-17, -0.22222976699820796, 0.8799611922147452]","[-1.745643599035347e-16, 0.2222297670053705, 0.9503580858487819]","[-8.241074643258827e-17, 3.5641350631701954e-12, 0.9855565325420138]","[-2.5341144122077524e-17, -0.22222976702160754, 0.9503580858726236]","[-1.3948034874309903e-16, 0.2222297670287358, 1.020754979211404]","[-9.891033161713815e-17, -3.5472373596635854e-12, 0.9855565325420093]","[-1.7245812114365996e-16, 0.22222976702163064, 0.9503580858726582]","[-2.5362542090616337e-17, -0.22222976702872513, 1.0207549792113604]","[-4.157086088406109e-17, -3.470506241304669e-12, 1.0559534257574195]","[-1.0697466125906405e-16, 0.22222976704509262, 1.0207549792357138]","[2.3832939490941868e-17, -0.22222976705203362, 1.0911518722791251]","[-7.426455904202834e-17, 3.474961755131192e-12, 1.055953425757415]","[-1.1575622448546505e-17, -0.22222976704508193, 1.02075497923567]","[-1.3695349563551016e-16, 0.22222976705203187, 1.09115187227916]","[-7.080253315948583e-17, 3.308075042268214e-12, 1.1263503186793635]","[-3.5181919048314024e-18, -0.22222976706841296, 1.0911518723038682]","[-1.3808687441414026e-16, 0.22222976707502912, 1.1615487650548588]","[-8.26814751171248e-17, -3.316020501817967e-12, 1.1263503186793593]","[-1.7908788903316996e-16, 0.22222976706841124, 1.0911518723039033]","[1.3724938798920349e-17, -0.22222976707504327, 1.1615487650548153]","[-6.245266867565458e-17, -3.07833310111608e-12, 1.1967472113121551]","[-1.4402559799941199e-16, 0.22222976709135148, 1.1615487650800347]","[1.9120260648102832e-17, -0.22222976709750816, 1.2319456575442755]","[-6.073121891173452e-17, 3.0579125948647785e-12, 1.1967472113121511]","[1.8351949999198467e-17, -0.2222297670913656, 1.1615487650799914]","[-1.3981438782266753e-16, 0.22222976709748143, 1.2319456575443108]","[-5.193141787694032e-17, 2.718883915871071e-12, 1.2671441036632454]","[2.928748664157572e-17, -0.22222976711368847, 1.2319456575698828]","[-1.3315032239545635e-16, 0.22222976711912623, 1.302342549756608]","[-4.1786703788943825e-17, -2.7518178500290477e-12, 1.267144103663242]","[-1.2410967395267623e-16, 0.2222297671136617, 1.2319456575699186]","[4.053626637478859e-17, -0.22222976711916537, 1.3023425497565655]","[-4.292009553196659e-17, -2.330730075311813e-12, 1.3375409957434414]","[-1.3659775326406617e-16, 0.22222976713507347, 1.3023425497826453]","[5.075756220013299e-17, -0.2222297671397349, 1.3727394417042376]","[-4.286456215103266e-17, 2.2853309330168e-12, 1.3375409957434383]","[3.457488333411678e-17, -0.22222976713511258, 1.3023425497826027]","[-1.2030400763618211e-16, 0.22222976713968326, 1.372739441704274]","[-3.902633805870543e-17, 1.7515001632544972e-12, 1.4079378875671198]","[4.6297415907511655e-17, -0.22222976715535273, 1.372739441730702]","[-1.2435009202492252e-16, 0.2222297671588557, 1.4431363334035376]","[-4.0183388441884884e-17, -1.8093894239666576e-12, 1.4079378875671174]","[-1.283338535145431e-16, 0.222229767155301, 1.3727394417307381]","[4.7967076630773325e-17, -0.22222976715891976, 1.4431363334034966]","[-5.44709584227596e-17, -1.1820922637591973e-12, 1.478334779152446]","[-1.4610205492466528e-16, 0.22222976717404141, 1.443136333430426]","[3.7160138079146094e-17, -0.22222976717640558, 1.513533224874466]","[-6.501090808607856e-17, 1.1115972385870985e-12, 1.4783347791524444]","[2.2784970861950374e-17, -0.22222976717410553, 1.4431363334303846]","[-1.5280678703410747e-16, 0.22222976717632875, 1.5135332248745041]","[-4.8294127675867566e-17, 3.5990688392570764e-13, 1.548731670521592]","[3.1322937135461704e-17, -0.22222976719105111, 1.513533224901774]","[-1.2791119248719684e-16, 0.22222976719177093, 1.58393011614141]","[-3.8735258027761707e-17, -4.429044609490452e-13, 1.5487316705215917]","[-1.2405167925631865e-16, 0.2222297671909742, 1.5135332249018125]","[4.658116320079522e-17, -0.22222976719186, 1.5839301161413708]"
"[2.541669722924668e-17, 1.1894975600029023e-17, 2.0749880477590482e-13]","[2.5909593291564397e-17, -0.22222954737161033, -0.03519983345123351]","[2.4923801166928965e-17, 0.22222954737161033, 0.03519983345164851]","[1.50917549003723e-17, 2.0758707015069903e-13, 3.1135555048945904e-13]","[9.020519797372245e-18, 0.22222954737184042, -0.0351998334509871]","[2.1162990003372355e-17, -0.22222954737142525, 0.03519983345160981]","[1.246359787226562e-17, 7.438776924996402e-14, 0.07039966685441142]","[1.4106487595856566e-17, 0.2222295473823098, 0.03519983347005064]","[1.0820708148674677e-17, -0.22222954738216102, 0.1055995002387722]","[1.6202683604543134e-17, 1.0427881609995669e-13, 0.07039966685441137]","[1.827835444903997e-17, -0.22222954738212503, 0.03519983347001195]","[1.41270127600463e-17, 0.22222954738233358, 0.10559950023881079]","[-7.170744837485208e-18, 5.395763785355087e-13, 0.1407993335677928]","[-4.229102283384052e-18, -0.22222954739344006, 0.1055995002575775]","[-1.0112387391586364e-17, 0.2222295473945192, 0.17599916687800812]","[-1.682465248149492e-17, -3.733895217335668e-13, 0.14079933356779226]","[-1.6775028110115424e-17, 0.22222954739361253, 0.10559950025761611]","[-1.6874276852874418e-17, -0.22222954739435932, 0.1759991668779684]","[-3.979393768420793e-17, -8.115265664471776e-13, 0.21119900012409418]","[-3.849305258982962e-17, 0.22222954740636885, 0.17599916689722003]","[-4.1094822778586235e-17, -0.2222295474079919, 0.24639883335096832]","[-3.459990645852799e-17, 9.652371122364709e-13, 0.21119900012409307]","[-4.424855413955036e-17, -0.22222954740620898, 0.1759991668971803]","[-2.4951258777505613e-17, 0.22222954740813944, 0.24639883335100585]","[-4.797667325049866e-17, 1.376329868989423e-12, 0.2815986665053096]","[-4.0531519094714337e-17, -0.2222295474204008, 0.24639883337059026]","[-5.5421827406282986e-17, 0.22222954742315348, 0.316798499640029]","[-6.12628661724732e-17, -1.23503382752264e-12, 0.28159866650530807]","[-5.68457232827627e-17, 0.22222954742054832, 0.2463988333706279]","[-6.56800090621837e-17, -0.2222295474230184, 0.31679849963998824]","[-5.831826137316087e-17, -1.6389742277122342e-12, 0.3519983326939794]","[-7.177221737522871e-17, 0.22222954743610498, 0.3167984996600643]","[-4.486430537109303e-17, -0.22222954743938292, 0.3871981657278945]","[-6.394375322883136e-17, 1.767827252870764e-12, 0.35199833269397734]","[-5.504887296910409e-17, -0.22222954743597, 0.3167984996600236]","[-7.283863348855864e-17, 0.22222954743950568, 0.3871981657279311]","[-9.322066348556301e-17, 2.134708403571462e-12, 0.4223979986733774]","[-6.459083081274929e-17, -0.22222954745285592, 0.38719816574834653]","[-1.2185049615837672e-16, 0.22222954745712534, 0.4575978315984083]","[-7.688014124747315e-17, -2.018322712175179e-12, 0.4223979986733748]","[-1.0177334214007477e-16, 0.22222954745297846, 0.3871981657483831]","[-5.198694035487152e-17, -0.22222954745701512, 0.4575978315983665]","[-1.209252911044085e-16, -2.367984576272087e-12, 0.4927976644277018]","[-1.7135360928515065e-16, 0.22222954747109272, 0.45759783161928]","[-7.049697292366637e-17, -0.2222295474758287, 0.5279974972361235]","[-1.2008625686472847e-16, 2.4718705787627125e-12, 0.49279766442769884]","[-7.616117005654888e-17, -0.2222295474709827, 0.4575978316192383]","[-1.6401134367290806e-16, 0.22222954747592646, 0.5279974972361594]","[-1.1761477053093468e-16, 2.774283663368357e-12, 0.563197329942267]","[-6.28845439376603e-17, -0.22222954749025953, 0.5279974972574178]","[-1.7234499712420904e-16, 0.2222295474958081, 0.5983971626271162]","[-9.417389706666328e-17, -2.682773128942515e-12, 0.5631973299422636]","[-1.5482547624984136e-16, 0.22222954749035728, 0.5279974972574536]","[-3.3522317883485195e-17, -0.22222954749572282, 0.5983971626270735]","[-1.1189895890866122e-16, -2.9575336808773597e-12, 0.6335969952036962]","[-1.7797353504400938e-16, 0.22222954751066576, 0.5983971626488355]","[-4.5824382773313074e-17, -0.2222295475165808, 0.6687968277585569]","[-9.009315332279496e-17, 3.0367105220856805e-12, 0.6335969952036925]","[-2.9783980198419014e-17, -0.22222954751058047, 0.5983971626487932]","[-1.5040232644717092e-16, 0.22222954751665389, 0.6687968277585918]","[-8.319656277922037e-17, 3.2538743368893236e-12, 0.703996660200117]","[-2.8156999981095844e-17, -0.22222954753182347, 0.6687968277807037]","[-1.3823612557734487e-16, 0.2222295475383312, 0.7391964926195302]","[-8.5295460074248e-17, -3.187154255859941e-12, 0.703996660200113]","[-1.5958226163365206e-16, 0.22222954753189633, 0.6687968277807387]","[-1.1008658514843954e-17, -0.22222954753827062, 0.7391964926194873]","[-8.414837899803216e-17, -3.366255935379661e-12, 0.7743963249213593]","[-1.586392860510198e-16, 0.2222295475539116, 0.7391964926421065]","[-9.657471945044518e-18, -0.22222954756064411, 0.8095961572006122]","[-5.728788330076139e-17, 3.4205015406732138e-12, 0.774396324921355]","[-5.652999806828708e-18, -0.22222954755385121, 0.7391964926420634]","[-1.0892276679469408e-16, 0.22222954756069224, 0.8095961572006466]","[-4.9951246763087274e-17, 3.531198034660572e-12, 0.8447959893591561]","[-1.6376796589481167e-17, -0.22222954757651053, 0.8095961572236196]","[-8.352569693669338e-17, 0.22222954758357294, 0.8799958214946927]","[-5.546526406361994e-17, -3.489592020117816e-12, 0.8447959893591517]","[-1.1033345681618298e-16, 0.22222954757655836, 0.8095961572236541]","[-5.970713110569006e-19, -0.22222954758353755, 0.8799958214946493]","[-8.205763280529322e-17, -3.5515794138296054e-12, 0.9151956535073438]","[-1.420838930591325e-16, 0.22222954759966723, 0.8799958215181325]","[-2.2031372551453943e-17, -0.22222954760677038, 0.9503954854965551]","[-8.332602512429015e-17, 3.5807837059683805e-12, 0.9151956535073392]","[-2.9334528970219426e-17, -0.22222954759963187, 0.8799958215180891]","[-1.373175212783609e-16, 0.22222954760679342, 0.9503954854965894]","[-8.020515082785527e-17, 3.5637697724661933e-12, 0.9855953173620663]","[-8.044770713836863e-18, -0.2222295476230297, 0.9503954855204281]","[-1.5236553094187368e-16, 0.22222954763015723, 1.0207951492037044]","[-7.689048938819965e-17, -3.5468981258044468e-12, 0.9855953173620616]","[-1.5441559923438747e-16, 0.22222954762305275, 0.9503954855204623]","[6.34620457988166e-19, -0.22222954763014652, 1.020795149203661]","[-6.114168339363234e-17, -3.4700581529536075e-12, 1.0559949809219806]","[-1.3604794658076382e-16, 0.22222954764651318, 1.0207951492280107]","[1.3764579793499131e-17, -0.2222295476534533, 1.0911948126159505]","[-4.216039771478915e-17, 3.4745962543471375e-12, 1.0559949809219764]","[1.7797988419953736e-17, -0.2222295476465025, 1.0207951492279677]","[-1.0211878384953203e-16, 0.2222295476534517, 1.0911948126159852]","[-2.7714028868259365e-17, 3.307768794639016e-12, 1.1263946441884658]","[3.1744357265339725e-17, -0.2222295476698319, 1.0911948126406907]","[-8.717241500185846e-17, 0.22222954767644745, 1.1615944757362409]","[-3.6398003891699583e-17, -3.315672078929841e-12, 1.1263946441884616]","[-8.452545145416412e-17, 0.22222954766983014, 1.0911948126407254]","[1.1729443670764953e-17, -0.2222295476764615, 1.1615944757361978]","[-5.0565707986808946e-17, -3.077971943420229e-12, 1.1967943071658291]","[-9.995374412443804e-17, 0.22222954769276893, 1.1615944757614134]","[-1.1776718491798568e-18, -0.2222295476989249, 1.2319941385702449]","[-4.03943984516945e-17, 3.057645539035136e-12, 1.1967943071658251]","[1.6748432021002943e-17, -0.222229547692783, 1.1615944757613703]","[-9.753722892439195e-17, 0.22222954769889827, 1.23199413857028]","[-5.893478474754396e-17, 2.7186918526941307e-12, 1.2671939698615207]","[-8.427003961761932e-18, -0.22222954771510448, 1.231994138595849]","[-1.0944256553332597e-16, 0.22222954772054185, 1.3023938011271923]","[-2.774331784354913e-17, -2.7514518213775893e-12, 1.2671939698615171]","[-7.802471732164515e-17, 0.22222954771507775, 1.2319941385958841]","[2.25380816345469e-17, -0.22222954772058062, 1.30239380112715]","[-8.392496456814077e-17, -2.3303550879460226e-12, 1.337593632286345]","[-1.2979047140118127e-16, 0.22222954773648831, 1.3023938011532263]","[-3.8059457735100267e-17, -0.22222954774114903, 1.3727934634194638]","[-5.992929602421212e-17, 2.2852083620569204e-12, 1.337593632286342]","[-5.7860600800903775e-18, -0.22222954773652726, 1.3023938011531841]","[-1.1407253196833387e-16, 0.22222954774109765, 1.3727934634194998]","[-1.2176591055666125e-16, 1.7515094246342155e-12, 1.4079932944546771]","[-6.802749490194821e-17, -0.22222954775676618, 1.372793463445925]","[-1.755043262113743e-16, 0.2222295477602692, 1.4431931254634294]","[-1.241297338583113e-16, -1.8090023416780059e-12, 1.407993294454675]","[-1.6777262103187797e-16, 0.2222295477567148, 1.3727934634459613]","[-8.048684668474463e-17, -0.2222295477603328, 1.4431931254633885]","[-1.3019037687057117e-16, -1.1817162083623947e-12, 1.4783929563846794]","[-1.696055924247574e-16, 0.22222954777545426, 1.4431931254903145]","[-9.077516131638494e-17, -0.2222295477778177, 1.5135927872790442]","[-1.1015405978330066e-16, 1.111720015186174e-12, 1.4783929563846778]","[-6.528401133674336e-17, -0.22222954777551787, 1.4431931254902735]","[-1.5502410822985796e-16, 0.22222954777774132, 1.5135927872790822]","[-1.3814009655441466e-16, 3.601239723742365e-13, 1.5487926180985199]","[-9.483326884928586e-17, -0.22222954779246276, 1.5135927873063493]","[-1.8144692425954348e-16, 0.22222954779318302, 1.5839924488906905]","[-1.3642602090253584e-16, -4.4260280736852783e-13, 1.5487926180985194]","[-1.7027701349547538e-16, 0.2222295477923864, 1.5135927873063872]","[-1.0257502830959631e-16, -0.2222295477932716, 1.5839924488906516]"
